"source","target","rank","weight"
"taylor-francis-group","wiley",8,1
"wiley-blackwell","taylor-francis-group",1,1
"wiley-blackwell","wolters-kluwer",2,1
"wiley-blackwell","elsevier",5,1
"wiley-blackwell","mcgraw-hill-education",8,1
"pearson","mcgraw-hill-education",1,1
"pearson","wiley",4,1
"cnn-com","newyorktimes",1,1
"cnn-com","vox-media",4,1
"cnn-com","newscorporation",5,1
"cnn-com","thomson-reuters",6,1
"cnn-com","time",7,1
"stv","sky",1,1
"stv","bt",2,1
"stv","utv-ireland",3,1
"stv","arcadis",4,1
"stv","itv",6,1
"stv","jacobs",7,1
"s-p-global","dbrs",1,1
"s-p-global","pitchbook-data",2,1
"s-p-global","tracxn",6,1
"s-p-global","thomson-reuters",7,1
"dbrs","corelogic",1,1
"dbrs","transunion",2,1
"dbrs","equifax",3,1
"dbrs","moodys-investors-service",4,1
"dbrs","fitch-ratings",5,1
"dbrs","morningstar",6,1
"dbrs","standard-poor-s",7,1
"dbrs","capital-iq",8,1
"dbrs","s-p-global",8,1
"morningstar","msci",1,1
"morningstar","factset",2,1
"morningstar","moodys-investors-service",3,1
"morningstar","fitch-ratings",4,1
"morningstar","capital-iq",5,1
"morningstar","s-p-global",5,1
"morningstar","dbrs",6,1
"morningstar","mcgraw-hill-financial",7,1
"morningstar","standard-poor-s",8,1
"standard-poor-s","bloomberg",1,1
"standard-poor-s","lex-machina",2,1
"standard-poor-s","lexisnexis",3,1
"standard-poor-s","mcgraw-hill-financial",4,1
"standard-poor-s","thomson-reuters",5,1
"standard-poor-s","pitchbook-data",6,1
"standard-poor-s","dow-jones",7,1
"standard-poor-s","mergermarket",8,1
"msci","dbrs",2,1
"msci","transunion",6,1
"msci","equifax",7,1
"ravel-law","premonition",1,1
"ravel-law","lex-machina",4,1
"ravel-law","thomson-reuters",5,1
"ravel-law","equifax",6,1
"ravel-law","manzama",7,1
"premonition","ravel-law",1,1
"premonition","lex-machina",2,1
"premonition","thomson-reuters",3,1
"premonition","bloomberg",4,1
"premonition","lexisnexis",5,1
"premonition","manzama",7,1
"manzama","thomson-reuters",1,1
"manzama","lex-machina",2,1
"manzama","bloomberg",3,1
"manzama","lexisnexis",5,1
"manzama","mcgraw-hill-financial",6,1
"manzama","pitchbook-data",7,1
"manzama","dow-jones",8,1
"nikkei","uzabase",1,1
"nikkei","mcgraw-hill-financial",3,1
"nikkei","thomson-reuters",8,1
"equifax","transunion",1,1
"equifax","corelogic",2,1
"equifax","fitch-ratings",3,1
"equifax","moodys-investors-service",5,1
"equifax","morningstar",7,1
"tlo","duedil",2,1
"tlo","thomson-reuters",4,1
"tlo","lexisnexis",6,1
"tlo","dnb",7,1
"tlo","dun-and-bradstreet-corporation",7,1
"tlo","bloomberg",8,1
"transunion","equifax",1,1
"transunion","corelogic",2,1
"transunion","fitch-ratings",4,1
"corelogic","transunion",1,1
"corelogic","equifax",2,1
"corelogic","fitch-ratings",3,1
"corelogic","moodys-investors-service",5,1
"corelogic","morningstar",6,1
"issuer-direct","broadridge",2,1
"issuer-direct","ss-c-technologies",8,1
"messer-financial-software","broadridge",1,1
"messer-financial-software","ss-c-technologies",2,1
"messer-financial-software","sungard",3,1
"messer-financial-software","issuer-direct",4,1
"messer-financial-software","fidessa",6,1
"messer-financial-software","advent-software",8,1
"charles-river-development","advent-software",1,1
"charles-river-development","vantage-software",2,1
"charles-river-development","information-mosaic",4,1
"charles-river-development","clearserve",5,1
"electra-information-systems","ss-c-technologies",1,1
"electra-information-systems","sungard",3,1
"electra-information-systems","broadridge",5,1
"electra-information-systems","advent-software",7,1
"electra-information-systems","indus-valley-partners",8,1
"vantage-software","advent-software",5,1
"objectway","temenos",1,1
"objectway","advent-software",2,1
"objectway","avaloq-2",3,1
"objectway","misys",4,1
"objectway","calypso-technology",7,1
"clearserve","advent-software",1,1
"clearserve","bloomberg",2,1
"clearserve","sungard",3,1
"clearserve","thomson-reuters",4,1
"clearserve","dow-jones",5,1
"clearserve","pitchbook-data",6,1
"clearserve","murex",7,1
"clearserve","broadridge",8,1
"vichara-technologies","advent-software",3,1
"information-mosaic","charles-river-development",1,1
"information-mosaic","advent-software",4,1
"information-mosaic","ss-c-technologies",5,1
"information-mosaic","sungard",7,1
"information-mosaic","broadridge",8,1
"fundcount","vantage-software",1,1
"fundcount","advent-software",2,1
"fundcount","objectway",6,1
"fundcount","clearserve",8,1
"ullink","fidessa",1,1
"ullink","trading-technologies",2,1
"ullink","insync-analytics",3,1
"ullink","traiana",4,1
"ullink","inforeach",5,1
"ullink","cactus-wellhead-llc",6,1
"ullink","fixnetix",7,1
"trading-technologies","fidessa",1,1
"trading-technologies","ullink",2,1
"trading-technologies","traiana",3,1
"trading-technologies","inforeach",5,1
"traiana","trading-technologies",1,1
"traiana","ullink",2,1
"traiana","fidessa",3,1
"traiana","sungard",5,1
"traiana","thomson-reuters",8,1
"insync-analytics","ullink",1,1
"insync-analytics","fidessa",2,1
"insync-analytics","trading-technologies",3,1
"insync-analytics","bloomberg",6,1
"insync-analytics","cactus-wellhead-llc",7,1
"insync-analytics","traiana",8,1
"inforeach","fidessa",1,1
"inforeach","trading-technologies",3,1
"inforeach","ullink",5,1
"inforeach","sungard",6,1
"risk-focus","murex",1,1
"risk-focus","calypso-technology",2,1
"risk-focus","misys",3,1
"risk-focus","sungard",5,1
"risk-focus","advent-software",8,1
"ion-group","murex",1,1
"ion-group","advent-software",2,1
"ion-group","calypso-technology",3,1
"ion-group","risk-focus",4,1
"ion-group","sungard",5,1
"ion-group","misys",6,1
"ion-group","derivative-path-inc",7,1
"derivative-path-inc","openlink",1,1
"derivative-path-inc","calypso-technology",3,1
"derivative-path-inc","murex",5,1
"derivative-path-inc","eka-software-solutions",6,1
"derivative-path-inc","allegro-development-corporation",7,1
"derivative-path-inc","advent-software",8,1
"temenos","misys",2,1
"temenos","calypso-technology",8,1
"avaloq-2","misys",1,1
"avaloq-2","temenos",2,1
"avaloq-2","calypso-technology",3,1
"avaloq-2","murex",6,1
"avaloq-2","advent-software",7,1
"rm-plc","calypso-technology",1,1
"rm-plc","misys",2,1
"rm-plc","temenos",3,1
"rm-plc","murex",4,1
"rm-plc","avaloq-2",5,1
"rm-plc","risk-focus",6,1
"rm-plc","d-h",7,1
"rm-plc","advent-software",8,1
"eka-software-solutions","openlink",1,1
"eka-software-solutions","datagenic",2,1
"eka-software-solutions","movius-interactive",3,1
"eka-software-solutions","allegro-development-corporation",5,1
"eka-software-solutions","marketview",6,1
"eka-software-solutions","enertia-software",7,1
"allegro-development-corporation","openlink",1,1
"allegro-development-corporation","eka-software-solutions",2,1
"allegro-development-corporation","datagenic",3,1
"allegro-development-corporation","enertia-software",4,1
"allegro-development-corporation","marketview",5,1
"allegro-development-corporation","movius-interactive",7,1
"datagenic","eka-software-solutions",1,1
"datagenic","allegro-development-corporation",2,1
"datagenic","openlink",4,1
"datagenic","movius-interactive",5,1
"datagenic","enertia-software",7,1
"datagenic","marketview",8,1
"compliance-science","openlink",6,1
"starcompliance","compliance-science",1,1
"starcompliance","murex",5,1
"starcompliance","calypso-technology",6,1
"marketview","datagenic",1,1
"marketview","eka-software-solutions",2,1
"marketview","openlink",4,1
"marketview","movius-interactive",5,1
"marketview","allegro-development-corporation",6,1
"bright-house-networks","dish-network",1,1
"bright-house-networks","directv",2,1
"bright-house-networks","cablevision-systems",3,1
"bright-house-networks","suddenlink-communications",4,1
"bright-house-networks","verizon",5,1
"bright-house-networks","netflix",6,1
"bright-house-networks","time-warner-cable",8,1
"ibotta","cellfire",3,1
"ibotta","whale-shark-media",7,1
"whale-shark-media","coupons-com",3,1
"vestcom-international-inc","insignia-systems",1,1
"vestcom-international-inc","itway-s-p-a",2,1
"vestcom-international-inc","news-america-marketing",6,1
"vestcom-international-inc","valassis",7,1
"dish-network","verizon",1,1
"dish-network","time-warner-cable",3,1
"dish-network","netflix",4,1
"dish-network","comcast",7,1
"directv","netflix",1,1
"directv","verizon",2,1
"directv","hulu",6,1
"directv","hbo",7,1
"cablevision-systems","cable-one",2,1
"cablevision-systems","time-warner-cable",4,1
"suddenlink-communications","dish-network",2,1
"suddenlink-communications","time-warner-cable",6,1
"suddenlink-communications","verizon",7,1
"verizon","time-warner-cable",7,1
"verizon","comcast",8,1
"catalina-marketing","iri",2,1
"catalina-marketing","coupons-com",5,1
"catalina-marketing","npd-group",6,1
"you-technology","invisipon",1,1
"you-technology","valassis",2,1
"you-technology","catalina-marketing",3,1
"you-technology","news-america-marketing",4,1
"you-technology","cellfire",5,1
"you-technology","ibotta",6,1
"you-technology","whale-shark-media",7,1
"you-technology","newscorporation",8,1
"cellfire","ibotta",3,1
"novasyte-llc","inmar",3,1
"iri","npd-group",1,1
"iri","wgsn",2,1
"npd-group","iri",1,1
"npd-group","wgsn",4,1
"iwco-direct","mspark",2,1
"iwco-direct","dmn3",3,1
"iwco-direct","mct",4,1
"iwco-direct","mittera-group",5,1
"iwco-direct","mudlick-mail",7,1
"mct","iwco-direct",1,1
"mct","mspark",5,1
"mct","dmn3",6,1
"mct","mittera-group",7,1
"mittera-group","iwco-direct",3,1
"codebroker","revtrax",2,1
"codebroker","koupon-media",4,1
"codebroker","pikato",5,1
"codebroker","zinmobi",8,1
"koupon-media","mobeam",1,1
"koupon-media","revtrax",4,1
"koupon-media","zinmobi",8,1
"mobeam","koupon-media",4,1
"mobeam","revtrax",7,1
"eversight","koupon-media",1,1
"eversight","revtrax",2,1
"eversight","codebroker",3,1
"eversight","mobeam",5,1
"pikato","codebroker",3,1
"pikato","revtrax",4,1
"pikato","koupon-media",8,1
"coupons-com","whale-shark-media",1,1
"zinmobi","koupon-media",1,1
"zinmobi","codebroker",2,1
"zinmobi","revtrax",3,1
"zinmobi","mobeam",5,1
"zinmobi","pikato",8,1
"orange","bt",1,1
"orange","telecom-italia",2,1
"orange","deutsche-telekom",3,1
"orange","1-1-internet-se",4,1
"orange","google",6,1
"orange","deutsche-glasfaser",7,1
"deutsche-telekom","1-1-internet-se",1,1
"deutsche-telekom","deutsche-glasfaser",2,1
"deutsche-telekom","orange",7,1
"telecom-italia","bt",1,1
"telecom-italia","orange",2,1
"telecom-italia","deutsche-telekom",3,1
"telecom-italia","1-1-internet-se",4,1
"telecom-italia","deutsche-glasfaser",5,1
"utv-ireland","channel",1,1
"utv-ireland","channel-2",3,1
"utv-ireland","stv",7,1
"all3media","channel",1,1
"all3media","tiger-aspect-productions",2,1
"all3media","channel-2",3,1
"all3media","stv",4,1
"all3media","bbc-easy",5,1
"all3media","just-for-laughs",7,1
"tiger-aspect-productions","channel",1,1
"tiger-aspect-productions","all3media",2,1
"tiger-aspect-productions","channel-2",3,1
"tiger-aspect-productions","stv",7,1
"arcadis","jacobs",1,1
"ooyala","yare-media-group-inc",4,1
"ooyala","brightcove",5,1
"brightcove","ooyala",1,1
"brightcove","yare-media-group-inc",2,1
"brightcove","clearleap",6,1
"vubiquity","clearleap",1,1
"vubiquity","ooyala",7,1
"clearleap","ooyala",1,1
"clearleap","yare-media-group-inc",5,1
"clearleap","brightcove",6,1
"yare-media-group-inc","brightcove",1,1
"yare-media-group-inc","ooyala",3,1
"yare-media-group-inc","clearleap",6,1
"tvt","wazee-digital",1,1
"tvt","ooyala",2,1
"tvt","vubiquity",3,1
"tvt","brightcove",4,1
"tvt","yare-media-group-inc",5,1
"tvt","ericsson",6,1
"tvt","itn-2",7,1
"tvt","clearleap",8,1
"jacobs","arcadis",2,1
"1-1-internet-se","deutsche-telekom",1,1
"deutsche-glasfaser","deutsche-telekom",1,1
"deutsche-glasfaser","1-1-internet-se",3,1
"fuel-broadband","gigaclear",7,1
"electraline","bt",1,1
"electraline","telecom-italia",3,1
"electraline","orange",4,1
"electraline","deutsche-telekom",5,1
"gigaclear","fuel-broadband",6,1
"gigaclear","bt",7,1
"filmdoo","hulu",8,1
"just-for-laughs","tiger-aspect-productions",3,1
"just-for-laughs","channel",5,1
"just-for-laughs","all3media",7,1
"just-for-laughs","channel-2",8,1
"time-warner-cable","verizon",1,1
"time-warner-cable","directv",2,1
"21st-century-fox","viacom",1,1
"21st-century-fox","discovery-inc",2,1
"21st-century-fox","turner-broadcasting",3,1
"21st-century-fox","nbcuniversal",4,1
"21st-century-fox","disney-abc-television-group",5,1
"21st-century-fox","netflix",6,1
"21st-century-fox","sony-pictures-entertainment",7,1
"21st-century-fox","cbs-corporation",8,1
"turner-broadcasting","viacom",1,1
"turner-broadcasting","nbcuniversal",2,1
"turner-broadcasting","discovery-inc",3,1
"turner-broadcasting","21st-century-fox",5,1
"turner-broadcasting","bbc",6,1
"turner-broadcasting","the-walt-disney-company",7,1
"turner-broadcasting","a-e-television-networks",8,1
"a-e-television-networks","discovery-inc",1,1
"a-e-television-networks","viacom",2,1
"a-e-television-networks","turner-broadcasting",3,1
"a-e-television-networks","nbcuniversal",4,1
"a-e-television-networks","cbs-corporation",5,1
"a-e-television-networks","21st-century-fox",6,1
"a-e-television-networks","bbc",7,1
"a-e-television-networks","netflix",8,1
"hulu","hbo",1,1
"hulu","starz",2,1
"hulu","netflix",5,1
"hulu","turner-broadcasting",7,1
"level-2","comcast",2,1
"level-2","hulu",3,1
"level-2","cable-one",4,1
"level-2","time-warner-cable",6,1
"cable-one","verizon",3,1
"cable-one","time-warner-cable",5,1
"time-warner-cable","verizon",1,1
"time-warner-cable","comcast",2,1
"hbo","hulu",1,1
"hbo","starz",2,1
"hbo","turner-broadcasting",8,1
"starz","hbo",1,1
"starz","hulu",2,1
"starz","netflix",4,1
"starz","turner-broadcasting",7,1
"disney-abc-television-group","nbcuniversal",1,1
"disney-abc-television-group","viacom",2,1
"disney-abc-television-group","21st-century-fox",3,1
"disney-abc-television-group","turner-broadcasting",4,1
"disney-abc-television-group","discovery-inc",6,1
"disney-abc-television-group","cbs-corporation",7,1
"netflix","hulu",1,1
"netflix","hbo",2,1
"netflix","starz",6,1
"seaworld-parks-entertainment","cedar-fair-entertainment-company",1,1
"seaworld-parks-entertainment","six-flags",2,1
"freemantle-media","bbc",7,1
"cedar-fair-entertainment-company","six-flags",1,1
"cedar-fair-entertainment-company","seaworld-parks-entertainment",2,1
"six-flags","cedar-fair-entertainment-company",1,1
"six-flags","seaworld-parks-entertainment",2,1
"jerry-zhou","universal",2,1
"jerry-zhou","mpr",3,1
"jerry-zhou","sony-pictures-entertainment",4,1
"jerry-zhou","seaworld-parks-entertainment",5,1
"jerry-zhou","cedar-fair-entertainment-company",6,1
"wbal-tv","comcast-spotlight",2,1
"wbal-tv","cumulus-media-partners",4,1
"wbal-tv","cbs-corporation",5,1
"wbal-tv","wbal",6,1
"wbal-tv","the-baltimore-sun",7,1
"wbal-tv","dex-media",8,1
"wbal","cumulus-media-partners",1,1
"wbal","cbs-corporation",2,1
"wbal","wbal-tv",3,1
"wbal","the-baltimore-sun",4,1
"wbal","dex-media",5,1
"wbal","fox45-news",6,1
"wbal","wbin-tv",7,1
"the-baltimore-sun","cumulus-media-partners",1,1
"the-baltimore-sun","cbs-corporation",2,1
"the-baltimore-sun","wbal-tv",3,1
"the-baltimore-sun","wbal",4,1
"the-baltimore-sun","dex-media",5,1
"the-baltimore-sun","fox45-news",6,1
"the-baltimore-sun","wbin-tv",7,1
"dex-media","comcast-spotlight",8,1
"fox45-news","cumulus-media-partners",1,1
"fox45-news","cbs-corporation",2,1
"fox45-news","wbal-tv",3,1
"fox45-news","wbal",4,1
"fox45-news","the-baltimore-sun",5,1
"fox45-news","dex-media",6,1
"fox45-news","wbin-tv",7,1
"wbin-tv","comcast-spotlight",1,1
"wbin-tv","cbs-corporation",2,1
"wbin-tv","cumulus-media-partners",3,1
"wbin-tv","wbal-tv",5,1
"wbin-tv","wbal",6,1
"wbin-tv","the-baltimore-sun",7,1
"wbin-tv","dex-media",8,1
"idg-communications-3","iri",6,1
"g-g-fitness-equipment","fox-interactive-media",1,1
"g-g-fitness-equipment","cnn-com",2,1
"g-g-fitness-equipment","cbs-corporation",3,1
"g-g-fitness-equipment","mtv-networks",4,1
"g-g-fitness-equipment","vh1",5,1
"g-g-fitness-equipment","cbs",6,1
"g-g-fitness-equipment","nbcuniversal",8,1
"mtv-networks","fox-interactive-media",1,1
"mtv-networks","vh1",4,1
"mtv-networks","cbs-corporation",6,1
"mtv-networks","cnn-com",7,1
"vh1","fox-interactive-media",1,1
"vh1","mtv-networks",2,1
"vh1","cbs-corporation",3,1
"vh1","cnn-com",4,1
"vh1","g-g-fitness-equipment",6,1
"vh1","cbs",7,1
"vh1","newscorporation",8,1
"cbs","fox-interactive-media",1,1
"cbs","cnn-com",2,1
"cbs","cbs-corporation",3,1
"walt-disney-studios","dreamworks-animation",1,1
"walt-disney-studios","warner-bros",3,1
"walt-disney-studios","paramount-pictures",7,1
"paramount-pictures","warner-bros",1,1
"paramount-pictures","sony-pictures-entertainment",2,1
"paramount-pictures","the-walt-disney-company",5,1
"paramount-pictures","walt-disney-studios",6,1
"paramount-pictures","cbs-corporation",8,1
"deezer","tidal",1,1
"deezer","8tracks",2,1
"deezer","tunein-inc",3,1
"deezer","scatterradio",4,1
"deezer","guvera",5,1
"deezer","spotify",6,1
"deezer","napster",7,1
"deezer","pandora",8,1
"elocal-usa","townsquare-media",3,1
"elocal-usa","entercom-communications",7,1
"elocal-usa","clear-channel-communications",8,1
"spotify","deezer",1,1
"spotify","pandora",2,1
"spotify","sirius",3,1
"spotify","tidal",4,1
"spotify","8tracks",5,1
"spotify","napster",6,1
"spotify","tunein-inc",7,1
"spotify","scatterradio",8,1
"wbt","iheartradio",1,1
"wbt","townsquare-media",3,1
"wbt","entercom-communications",4,1
"wbt","pandora",5,1
"wbt","live365",7,1
"wbt","tunein-inc",8,1
"napster","deezer",1,1
"napster","pandora",2,1
"napster","spotify",3,1
"napster","tidal",4,1
"napster","8tracks",5,1
"napster","sirius",6,1
"napster","tunein-inc",7,1
"napster","scatterradio",8,1
"tidal","deezer",1,1
"tidal","8tracks",2,1
"tidal","spotify",4,1
"tidal","tunein-inc",5,1
"tidal","napster",6,1
"tidal","scatterradio",7,1
"tidal","guvera",8,1
"8tracks","tunein-inc",2,1
"8tracks","iheartradio",3,1
"8tracks","live365",4,1
"8tracks","pandora",6,1
"8tracks","wour-fm",7,1
"guvera","deezer",1,1
"guvera","spotify",2,1
"guvera","pandora",3,1
"guvera","sirius",4,1
"guvera","8tracks",5,1
"guvera","tidal",6,1
"guvera","napster",7,1
"guvera","tunein-inc",8,1
"seagate","toshiba",3,1
"toshiba","apple",4,1
"toyota","honda-automobiles",1,1
"toyota","nissan-motor",2,1
"toyota","ford",3,1
"toyota","ford",3,1
"toyota","gm",5,1
"toyota","tatamotors",7,1
"toyota","bmwgroup",8,1
"ford","honda-automobiles",1,1
"ford","toyota",2,1
"ford","nissan-motor",3,1
"ford","gm",5,1
"ford","volkswagenag",7,1
"ford","volkswagen-group",7,1
"ford","chevrolet",8,1
"honda-automobiles","toyota",1,1
"honda-automobiles","nissan-motor",2,1
"honda-automobiles","ford",3,1
"honda-automobiles","ford",3,1
"honda-automobiles","volkswagenag",4,1
"honda-automobiles","volkswagen-group",4,1
"honda-automobiles","gm",5,1
"volkswagen-group","honda-automobiles",1,1
"volkswagen-group","nissan-motor",2,1
"volkswagen-group","toyota",3,1
"volkswagen-group","ford",4,1
"volkswagen-group","ford",4,1
"volkswagen-group","gm",5,1
"volkswagen-group","peugeot1",6,1
"volkswagen-group","toyotapr",7,1
"volkswagen-group","chrysler",8,1
"nissan-motor","acura",2,1
"nissan-motor","honda-automobiles",3,1
"nissan-motor","saicgroup",4,1
"nissan-motor","peugeot1",8,1
"general-motors","honda-automobiles",1,1
"general-motors","nissan-motor",2,1
"general-motors","toyota",3,1
"general-motors","ford",5,1
"general-motors","ford",5,1
"general-motors","chevrolet",7,1
"general-motors","dodge",8,1
"scatterradio","tunein-inc",1,1
"scatterradio","deezer",2,1
"scatterradio","radionomy",3,1
"scatterradio","wour-fm",4,1
"scatterradio","8tracks",6,1
"scatterradio","tidal",7,1
"scatterradio","guvera",8,1
"radionomy","tunein-inc",1,1
"radionomy","earbits",2,1
"radionomy","scatterradio",3,1
"radionomy","iheartradio",5,1
"radionomy","live365",7,1
"radionomy","deezer",8,1
"wour-fm","8tracks",1,1
"wour-fm","tunein-inc",2,1
"wour-fm","live365",3,1
"wour-fm","radionomy",4,1
"wour-fm","iheartradio",6,1
"wour-fm","scatterradio",7,1
"wour-fm","dsl-radio",8,1
"earbits","radionomy",1,1
"earbits","tunein-inc",2,1
"earbits","scatterradio",3,1
"earbits","iheartradio",4,1
"earbits","live365",7,1
"earbits","pandora",8,1
"dsl-radio","mmp",3,1
"dsl-radio","radioliveonair",7,1
"web-radio","dsl-radio",1,1
"web-radio","live365",4,1
"web-radio","mmp",5,1
"web-radio","radioliveonair",8,1
"radioliveonair","live365",2,1
"radioliveonair","web-radio",3,1
"radioliveonair","dsl-radio",4,1
"radioliveonair","mmp",6,1
"mmp","dsl-radio",1,1
"mmp","web-radio",2,1
"mmp","live365",5,1
"mmp","radioliveonair",6,1
"salem-media-group","sirius",1,1
"salem-media-group","cbs-radio",3,1
"salem-media-group","pandora",4,1
"salem-media-group","emmis-communications",6,1
"salem-media-group","entercom-communications",8,1
"saga-communications","entercom-communications",1,1
"saga-communications","cbs-radio",2,1
"saga-communications","emmis-communications",3,1
"saga-communications","sirius",4,1
"saga-communications","townsquare-media",5,1
"saga-communications","pandora",6,1
"saga-communications","clear-channel-communications",7,1
"saga-communications","iheartradio",8,1
"journal-media-group","e-w-scripps",1,1
"journal-media-group","lee-enterprises-llc",2,1
"journal-media-group","the-mcclatchy-company",3,1
"journal-media-group","a-h-belo-corporation",4,1
"journal-media-group","cox-media",5,1
"journal-media-group","newyorktimes",6,1
"journal-media-group","gatehouse-media-inc",7,1
"journal-media-group","hearstcorporation",8,1
"the-tribune-company","gannett",1,1
"the-tribune-company","newyorktimes",2,1
"the-tribune-company","the-mcclatchy-company",3,1
"the-tribune-company","washington-post",4,1
"the-tribune-company","wall-street-journal",5,1
"the-tribune-company","newscorporation",6,1
"the-tribune-company","e-w-scripps",7,1
"the-tribune-company","hearstcorporation",8,1
"gatehouse-media-inc","newyorktimes",1,1
"gatehouse-media-inc","e-w-scripps",2,1
"gatehouse-media-inc","the-mcclatchy-company",3,1
"gatehouse-media-inc","lee-enterprises-llc",5,1
"gatehouse-media-inc","gannett",6,1
"pennwell-corporation","crain-communications",1,1
"pennwell-corporation","1105-media-inc",3,1
"ims-cloud","access-intelligence",1,1
"ims-cloud","crain-communications",4,1
"careerbuilder-com","ziprecruiter",1,1
"careerbuilder-com","indeed",2,1
"careerbuilder-com","dice-com",4,1
"careerbuilder-com","glassdoor",5,1
"careerbuilder-com","monster",6,1
"careerbuilder-com","linkedin",7,1
"careerbuilder-com","hired",8,1
"glassdoor","microsoft",1,1
"glassdoor","apple",5,1
"ziprecruiter","monster",1,1
"ziprecruiter","glassdoor",2,1
"ziprecruiter","dice-com",4,1
"ziprecruiter","indeed",5,1
"ziprecruiter","linkedin",6,1
"ziprecruiter","careerbuilder-com",7,1
"indeed","ziprecruiter",1,1
"indeed","dice-com",2,1
"indeed","careerbuilder-com",3,1
"indeed","glassdoor",4,1
"indeed","linkedin",8,1
"monster","ziprecruiter",1,1
"monster","indeed",2,1
"monster","dice-com",3,1
"monster","glassdoor",4,1
"monster","careerbuilder-com",5,1
"hired","ziprecruiter",1,1
"hired","glassdoor",2,1
"hired","simply-hired",3,1
"simply-hired","ziprecruiter",2,1
"simply-hired","monster",3,1
"simply-hired","glassdoor",4,1
"simply-hired","dice-com",6,1
"simply-hired","linkedin",7,1
"simply-hired","indeed",8,1
"facebook","google",1,1
"facebook","microsoft",2,1
"facebook","apple",3,1
"facebook","linkedin",7,1
